Airliner_code,Airliner_name,Airliner_RT
ROX ,Roblex Aviation ,ROBLEX 
RKW ,Rockwell Collins Avionics ,ROCKWELL 
RMA ,Rocky Mountain Airways ,ROCKY MOUNTAIN 
LIF ,Rocky Mountain Holdings ,LIFECARE 
RDZ ,Rodze Air ,RODZE AIR 
FAD ,Rog-Air ,AIR FRONTIER 
RRZ ,Rollright Aviation ,ROLLRIGHT 
RRL ,Rolls-Royce Limited ,MERLIN 
BTU ,Rolls-Royce plc ,ROLLS 
ROF ,Romanian Air Force ,ROMAF 
RMV ,Romavia ,AEROMAVIA 
RNS ,Ronso ,RONSO 
ROR ,Roraima Airways ,RORAIMA 
RNB ,Rosneft-Baltika ,ROSBALT 
NRG ,Ross Aviation ,ENERGY 
RSS ,Rossair ,ROSS CHARTER 
ROS ,Rossair Europe ,CATCHER 
SDM ,Rossiya ,RUSSIA 
RAL ,Roswell Airlines ,ROSWELL 
RAR ,Air Rarotonga ,AIR RAROTONGA 
RTR ,Rotatur ,ROTATUR 
RKT ,Rotormotion ,ROCKET 
JCR ,Rotterdam Jet Center ,ROTTERDAM JETCENTER 
ROV ,Rover Airways International ,ROVERAIR 
VOS ,Rovos Air ,ROVOS 
RCG ,Royal Air Cargo ,ROYAL CARGO 
RFR ,Royal Air Force ,RAFAIR 
MJN ,Royal Air Force of Oman ,MAJAN 
ACW ,Royal Air Force ,AIR CADET 
RRR ,Royal Air Force ,ASCOT 
RRF ,Royal Air Force ,KITTY 
SHF ,Royal Air Force ,VORTEX 
RAX ,Royal Air Freight ,AIR ROYAL 
RAM ,Royal Air Maroc ,ROYALAIR MAROC 
RPK ,Royal Airlines ,ROYAL PAKISTAN 
RLM ,Royal American Airways ,ROYAL AMERICAN 
RYL ,Royal Aruban Airlines ,ROYAL ARUBAN 
ASY ,Royal Australian Air Force ,AUSSIE 
RXP ,Royal Aviation Express ,ROY EXPRESS 
RYB ,Royal Bahrain Airlines ,ROYAL BAHRAIN 
RBA ,Royal Brunei Airlines ,BRUNEI 
KDR ,Royal Daisy Airlines ,DARLINES 
RGA ,Royal Ghanaian Airlines ,ROYAL GHANA 
ROJ ,Royal Jet ,ROYALJET 
RJA ,Royal Jordanian ,JORDANIAN 
RJZ ,Royal Jordanian Air Force ,JORDAN AIR FORCE 
RCT ,Skyview Airways ,GREENSKY 
RKH ,Royal Khmer Airlines ,KHMER AIR 
RMF ,Royal Malaysian Air Force ,ANGKASA 
NVY ,Royal Navy ,NAVY 
NRN ,Royal Netherland Navy ,NETHERLANDS NAVY 
NAF ,Royal Netherlands Air Force ,NETHERLANDS AIR FORCE 
KIW ,Royal New Zealand Air Force ,KIWI 
NOW ,Royal Norwegian Air Force ,NORWEGIAN 
PPW ,Royal Phnom Penh Airways ,PHNOM-PENH AIR 
RRA ,Royal Rwanda Airlines ,ROYAL RWANDA 
RSF ,Royal Saudi Air Force ,ARSAF 
RYS ,Buzz (Ryanair) ,MAGIC SUN 
RSN ,Royal Swazi National Airways ,SWAZI NATIONAL 
HRH ,Royal Tongan Airlines ,TONGA ROYAL 
RWE ,Royal West Airlines ,ROYAL WEST 
RSB ,Rubystar ,RUBYSTAR 
RMG ,Rumugu Air & Space Nigeria ,RUMUGU AIR 
CGI ,Rusair JSAC ,CGI-RUSAIR 
RLU ,Rusline ,RUSLINE AIR 
MIG ,Russian Aircraft Corporation-MiG ,MIG AVIA 
RFF ,Russian Federation Air Force ,RUSSIAN AIRFORCE 
ESL ,Russian Sky Airlines ,RADUGA 
RUZ ,Rusuertol ,ROSTUERTOL 
RUC ,Rutas Aéreas ,RUTACA 
RND ,Rutland Aviation ,RUTLAND 
RWD ,Rwandair Express ,RWANDAIR 
RCT ,Ryan Air Services ,ARCTIC TRANSPORT 
RYA ,Ryan Air Services ,RYAN AIR 
RYN ,Ryan International Airlines ,RYAN INTERNATIONAL 
RYR ,Ryanair ,RYANAIR 
RYZ ,Ryazan State Air Enterprise ,RYAZAN AIR 
RAA ,Rynes Aviation ,RYNES AVIATION 
RAE ,Régional Compagnie Aérienne Européenne ,REGIONAL EUROPE 
REV ,RVL Group ,ENDURANCE 
OMN ,Servicios Aereos Ominia ,SERVIOMNIA 
SEN ,Servicios de Aviacion Sierra ,SERVISIERRA 
SGC ,SGC Aviation ,SAINT GEORGE 
SCJ ,Siamjet Aviation ,SIAMJET 
SIX ,Sixt Rent A Car ,DRIVE ORANGE 
QSR ,SR Jet ,SPARKLE ROLL 
CRL ,Corsairfly ,CORSAIR 
KBN ,Spiracha Aviation ,KABIN 
CBN ,"Southern Illinois University as ""Aviation Flight"" ",CARBONDALE 
IBG ,Springfield Air ,ICE BRIDGE 
BZQ ,Seneca College ,STING 
BVV ,Sparc Avia ,SPARC 
SJM ,Sino Jet Management ,SINO SKY 
SCH ,Seychelles Airlines ,OCEAN BIRD 
BYF ,San Carlos Flight Center ,BAY FLIGHT 
SXT ,Servicios de Taxi Aereos ,SERTAXI 
TGW ,Scoot ,SCOOTER 
SJO ,Spring Airlines Japan ,JEY SPRING 
SBD ,SIBIA Aircompany Ltd ,SIBIA 
ART ,Smartlynx Airlines ,SMART LYNX 
MYX ,Smartlynx Airlines Estonia ,TALLINN CAT 
TVS ,Smartwings ,SKYTRAVEL 
DES ,Servicios Aereos Especializados Destina ,DESTINA 
FUF ,Servicios Aereos Fun Fly ,SERVIFUN 
VGO ,Sabaidee Airways ,VIRGO 
SMU ,Sanborn Map Company ,SPRINGER 
RBR ,Siam Airnet ,SIAM AIRNET 
SVB ,Siavia ,SIAVIA 
MHQ ,Skargardshavets Helikoptertjanst ,HELICARE 
BIS ,Sky Bishek ,JUMA AIR 
KYE ,Sky Lease Cargo ,SKY CUBE 
KPM ,Sky Prim Air ,SKY PRIMAIR 
BSJ ,Skybus Jet ,SKYBUS JET 
SGR ,SkyGreece Airlines ,SKYGREECE 
USW ,Special Aviation Works ,AKSAR 
SHA ,Sharp Airlines ,SHARP 
SHA ,Shree Airlines ,SHREEAIR 
AWU ,Sylt Air GmbH ,SYLT-AIR 
BDS ,South Asian Airlines ,SOUTH ASIAN 
SZB ,Samoa Air ,SAMOA 
RZO ,SATA International ,AIR AZORES 
SAA ,South African Airways ,SPRINGBOK 
KYD ,Sky Messaging ,SKYAD 
SAB ,Sky Way Air ,SKY WORKER 
SKV ,Sky Regional Airlines ,MAPLE 
SAC ,SASCO Airlines ,SASCO 
SAG ,SOS Flygambulans ,MEDICAL AIR 
SAH ,Sayakhat Airlines ,SAYAKHAT 
SAI ,Shaheen Air ,SHAHEEN AIR 
SAM ,SAM Colombia ,SAM 
SAN ,Servicios Aéreos Nacionales (SAN) ,AEREOS 
SAO ,Sahel Aviation Service ,SAVSER 
ANX ,Secretaria de Marina ,SECRETARIA DEMARINA 
SAQ ,Springbank Aviation ,SPRINGBANK 
SAS ,Scandinavian Airlines ,SCANDINAVIAN 
SAW ,Sham Wing Airlines ,SHAMWING 
SAX ,Sabah Air ,SABAH AIR 
SAY ,ScotAirways ,SUCKLING 
SAZ ,Swiss Air-Ambulance ,SWISS AMBULANCE 
SBA ,SOL Linhas Aéreas ,SOL 
SGU ,Sol del Paraguay ,SOLPARAGUAYO 
SBA ,STA-MALI ,STA-MALI 
SBB ,Steinman Aviation ,SABER EXPRESS 
SEN ,SevenAir ,S-BAR 
SBF ,Seven Bar Flying Service ,SEVENAIR 
SBI ,S7 Airlines ,SIBERIAN AIRLINES 
SBL ,Sobel Airlines of Ghana ,SOBGHANA 
SBM ,SkyBahamas ,SKY BAHAMAS 
SBO ,Stabo Air ,STABAIR 
SBQ ,SmithKline Beecham Clinical Labs ,SKIBBLE 
SBR ,Saber Aviation ,FREIGHTER 
SBS ,Seaborne Airlines ,SEABORNE 
SBU ,St Barth Commuter ,BLACK FIN 
URJ ,Star Air ,STARAV 
SJX ,Starlux Airlines ,STARWALKER 
SBZ ,Scibe Airlift ,SCIBE AIRLIFT 
AME ,Spanish Air Force ,AIRMIL 
SCA ,South Central Air ,SOUTH CENTRAL 
SCC ,Seacoast Airlines ,SEA-COASTER 
SQH ,SeaPort Airlines ,SASQUATCH 
SCE ,Scenic Airlines ,SCENIC 
SCF ,Socofer ,SOCOFER 
SCI ,Servicios Aéreos San Cristóbal ,SAN CRISTOBAL 
SCK ,Sky Cam ,SKYCAM 
SCL ,Switfair Cargo ,SWIFTAIR 
SCB ,Saigon Capital Aircraft Management ,SAIGON 
SCN ,South American Airlines ,SOUTH AMERICAN 
AHI ,Servicios Aéreos de Chihuahua Aerochisa ,AEROCHISA 
AND ,Servicios Aéreos de los Andes ,SERVI ANDES 
ALK ,SriLankan Airlines ,SRILANKAN 
CDL ,Sunbird Airlines ,CAROLINA 
SCP ,Scorpio Aviation ,SCORPIO 
SCQ ,OSM Aviation Academy ,SCAVAC 
SIC ,SFS Aviation ,SICHART 
SCR ,Silver Cloud Air ,SILVER CLOUD 
SCS ,South African Non Scheduled Airways ,SOUTHERN CHARTERS 
SCT ,SAAB-Aircraft ,SAAB-CRAFT 
SCV ,Servicios Aéreos Del Centro ,SACSA 
SCX ,Sun Country Airlines ,SUN COUNTRY 
SDA ,St. Andrews Airways ,SAINT ANDREWS 
SDB ,Sukhoi Design Bureau Company ,SU-CRAFT 
SDC ,Sunrise Airlines ,SUNDANCE 
SDD ,Skymaster Air Taxi ,SKY DANCE 
SDE ,Air Partners Corp. ,STAMPEDE 
SDF ,Sundorph Aeronautical Corporation ,SUNDORPH 
SDH ,Servicio De Helicopteros ,ARCOS 
SDK ,SADELCA - Sociedad Aérea Del Caquetá ,SADELCA 
SDL ,Skydrift ,SKYDRIFT 
SDN ,Spirit of Africa Airlines ,BLUE NILE 
SDU ,Sud Airlines ,SUD LINES 
SDV ,Servicios Aéreos Del Vaupes ,SELVA 
SDX ,Servicio Tecnico Aero De Mexico ,SERVICIO TECNICO 
SDZ ,Sudan Pezetel for Aviation ,SUDANA 
SEA ,Southeast Air ,SOUTHEAST AIR 
SEB ,Servicios Aéreos Luce ,SERVILUCE 
SED ,Sedona Air Center ,SEDONA AIR 
SEE ,Shaheen Air Cargo ,SHAHEEN CARGO 
SEH ,Sky Express ,AIR CRETE 
SEJ ,Spicejet ,SPICEJET 
SEK ,Skyjet ,SKALA 
SEL ,Sentel Corporation ,SENTEL 
SEO ,Selcon Airlines ,SELCON AIR 
SEQ ,Sky Eyes ,SKY EYES 
SES ,Servicio Aéreo Saltillo ,SERVISAL 
SET ,SAETA ,SAETA 
SEV ,Serair Transworld Press ,CARGOPRESS 
SFA ,SEFA ,SEFA 
SFC ,Shuswap Flight Centre ,SHUSWAP 
SFE ,Sefofane Air Charters ,SEFOFANE 
SFF ,Safewings Aviation Company ,SWIFTWING 
SFG ,Sun Freight Logistics ,AERO GULF 
SFJ ,Star Flyer ,STARFLYER 
SFL ,Southflight Aviation ,SOUTHFLIGHT 
SFN ,Safiran Airlines ,SAFIRAN 
SFP ,Safe Air ,SAFE AIR 
SFR ,Safair ,CARGO 
SFS ,Southern Frontier Air Transport ,SOUTHERN FRONTIER 
SFT ,Skyfreight ,SKYFREIGHT 
SFU ,Solent Flight ,SAINTS 
SFX ,S.K. Logistics ,SWAMP FOX 
SGB ,"Sky King, Inc. ",SONGBIRD 
SGC ,Southern Right Air Charter ,SOUTHERNRIGHT 
SGD ,Sky Gate International Aviation ,AIR BISHKEK 
SGF ,STAC Swiss Government Flights ,STAC 
SGH ,Servisair ,SERVISAIR 
SGI ,Servicios Aéreos Agrícolas ,SERAGRI 
SGK ,Skyward Aviation ,SKYWARD 
SGM ,Sky Aircraft Service ,SIGMA 
SGN ,Siam GA ,SIAM 
SGP ,Sagolair Transportes Ejecutivos ,SAGOLAIR 
SGS ,Saskatchewan Government Executive Air Service ,SASKATCHEWAN 
SGT ,Skygate ,SKYGATE 
SGU ,Samgau ,RAUSHAN 
SGY ,Skagway Air Service ,SKAGWAY AIR 
SHB ,Shabair ,SHABAIR 
SHC ,Sky Harbor Air Service ,SKY HARBOR CHEYENNE 
SHE ,Shell Aircraft ,SHELL 
SHG ,Shoprite Group ,SHOP AIR 
SHJ ,Sharjah Ruler's Flight ,SHARJAH 
SHL ,Samson Aviation ,SAMSON 
SHM ,Sheltam Aviation ,SHELTAM 
SHN ,Shaheen Airport Services ,SUGAR ALFA 
SHP ,Service Aerien Francais ,SAF 
SHQ ,Shanghai Airlines Cargo ,SHANGHAI CARGO 
SHR ,Shooter Air Courier ,SHOOTER 
SHS ,Shura Air Transport Services ,SHURA AIR 
SHU ,Sakhalinskie Aviatrassy (SAT) ,SATAIR 
SAT ,SATA Air Acores ,SATA 
SHV ,Shavano Air ,SHAVANO 
SHW ,Shawnee Airline ,SHAWNEE 
SHX ,Slim Aviation Services ,SLIM AIR 
SHY ,Sky Airlines ,ANTALYA BIRD 
SIA ,Singapore Airlines ,SINGAPORE 
SIB ,Sibaviatrans ,SIBAVIA 
SIE ,Sierra Express ,SEREX 
SIH ,Skynet Airlines ,BLUEJET 
SIL ,Servicios Aeronáuticos Integrales ,SERVICIOS INTEGRALES 
SIO ,Sirio ,SIRIO 
SIR ,Salair ,SALAIR 
SIV ,Slovenian Armed Forces ,SLOVENIAN 
SIW ,Sirio Executive ,SIRIO EXECUTIVE 
SJA ,Servicios Aéreos Especiales De Jalisco ,SERVICIOJAL 
SJC ,Servicios Ejecutivos Continental ,SERVIEJECUTIVO 
SJE ,Sunair 2001 ,SUNBIZ 
SJJ ,Spirit Aviation ,SPIRIT JET 
SJL ,Servicios Especiales Del Pacifico Jalisco ,SERVICIOS JALISCO 
SJT ,Swiss Jet ,SWISS JET 
SJY ,Sriwijaya Air ,SRIWIJAYA 
SMY ,Sama Airlines ,NAJIM 
ALC ,"Southern Jersey Airways, Inc. ",ACOM 
SPS ,SPASA ,SALDUERO 
SPT ,Speed Aviation ,SPEED AVIATION 
SPU ,Southeast Airmotive ,SPUTTER 
SPV ,Servicios Privados De Aviación ,SERVICIOS PRIVADOS 
SPW ,Speedwings ,SPEEDWING 
SQA ,Slovak National Aeroclub ,SLOVAK AEROCLUB 
SQC ,Singapore Airlines Cargo ,SINGCARGO 
SQF ,Slovak Air Force ,SLOVAK AIRFORCE 
SQL ,Servicos De Alquiler ,ALQUILER 
SRA ,Sair Aviation ,SAIR 
SRC ,Searca ,SEARCA 
SRH ,Siem Reap Airways ,SIEMREAP AIR 
SRK ,Sky Work Airlines ,SKYFOX 
SRL ,Swedline Express ,Starline 
SRL ,Servicios Aeronáuticos Aero Personal ,SERVICIOS PERSONAL 
SRN ,Sirair ,SIRAIR 
SRO ,Servicios Aéreos Ejecutivos Saereo ,SAEREO 
SRQ ,South East Asian Airlines ,SEAIR 
SRR ,Star Air ,WHITESTAR 
SRS ,Selkirk Remote Sensing ,PHOTO CHARLIE 
SRU ,Star Up ,STAR-UP 
SRW ,Sarit Airlines ,SARIA 
SRX ,Sierra Expressway Airlines ,SIERRA EX 
SRZ ,Strato Air Services ,STRATO 
SSB ,Sasair ,SASIR 
SSC ,Southern Seaplane ,SOUTHERN SKIES 
SSD ,Star Service International ,STAR SERVICE 
SSE ,Servicios Aéreos Sunset ,SUNSET 
SSF ,Severstal Air Company ,SEVERSTAL 
SSG ,Slovak Government Flying Service ,SLOVAK GOVERNMENT 
BBB ,SwedJet Airways ,BLACKBIRD 
SSK ,Skystar International ,SKYSTAR 
SSO ,Special Scope Limited ,DOPE 
SSP ,Starspeed ,STARSPEED 
SSQ ,Sunstate Airlines ,SUNSTATE 
SSS ,SAESA ,SAESA 
SST ,Sunwest Airlines ,SUNFLIGHT 
SSU ,SASCA ,SASCA 
SSV ,Skyservice Airlines ,SKYTOUR 
SSW ,Streamline Aviation ,STREAMLINE 
SSY ,Sky Aviation ,SIERRA SKY 
SSZ ,Specsavers Aviation ,SPECSAVERS 
STA ,Star Aviation ,STAR 
STB ,Status-Alpha Airline ,STATUS-ALPHA 
STC ,Stadium City Limited ,STADIUM 
STD ,Servicios De Aerotransportacion De Aguascalientes ,AERO AGUASCALINETES 
STE ,Semitool Europe ,SEMITRANS 
STG ,"Sedalia, Marshall, Boonville Stage Line ",STAGE 
STI ,Sontair ,SONTAIR 
STJ ,Sella Aviation ,STELLAVIA 
STK ,Stobart Air ,STOBART 
STL ,Stapleford Flight Centre ,STAPLEFORD 
STO ,Streamline Ops ,SLOPS 
STQ ,Star Air ,STERA 
STU ,Servicios de Transportes Aéreos Fueguinos ,FUEGUINO 
STU ,Star African Air ,STARSOM 
SUU ,Star West Aviation ,SUNSTAR 
STV ,Saturn Aviation ,SATURN 
STW ,South West Air Corporation ,SIERRA WHISKEY 
STX ,Stars Away Aviation ,STARSAWAY 
STY ,Styrian Airways ,STYRIAN 
SUA ,Silesia Air ,AIR SILESIA 
SUB ,Suburban Air Freight ,SUB AIR 
SUD ,Sudan Airways ,SUDANAIR 
SUF ,Sun Air (Fiji) ,SUNFLOWER 
FDY ,Sun Air International ,FRIENDLY 
SUG ,Sunu Air ,SUNU AIR 
SUH ,Sun Light ,LIGHT AIR 
SUI ,Swiss Air Force ,SWISS AIR FORCE 
SUK ,Superior Aviation Services ,SKYCARGO 
SUM ,State Unitary Air Enterprise ,SUMES 
SUS ,Sun Air of Scandinavia ,SUNSCAN 
URF ,Surf Air ,SURF AIR 
SUT ,Sistemas Aeronauuticos 2000 ,SISTEMAS AERONAUTICOS 
SUV ,Sundance Air ,DANCEAIR 
SVA ,Saudia ,SAUDIA 
SVD ,St. Vincent Grenadines Air (1990) ,GRENADINES 
SVF ,Swedish Armed Forces ,SWEDEFORCE 
AWJ ,Sahel Airlines ,SAHEL AIRLINES 
SVH ,Sterling Helicopters ,SILVER 
SVI ,Servicios De Transporte Aéreo ,SETRA 
SVL ,Sevastopol-Avia ,SEVAVIA 
SVN ,Savanair (Angola) ,SAVANAIR 
SVO ,Servicios Aeronáuticos De Oriente ,SERVIORIENTE 
SVS ,Servicios Aéreos Saar ,AEREOS SAAR 
SVT ,Seven Four Eight Air Services ,SIERRA SERVICES 
SVX ,Security Aviation ,SECURITY AIR 
SWA ,Southwest Airlines ,SOUTHWEST 
SWB ,Swissboogie Parapro ,SWISSBOOGIE 
SWC ,South West Air ,SAINT CLAIR 
SWD ,Southern Winds Airlines ,SOUTHERN WINDS 
SWE ,Swedeways ,SWEDELINE 
SWG ,Sunwing Airlines ,SUNWING 
SWI ,Sunworld Airlines ,SUNWORLD 
SWJ ,StatesWest Airlines ,STATES 
SWO ,Surinam International Victory Airline ,SIVA 
SWP ,Star Work Sky ,STAR WORK 
SWQ ,Swift Air (Interstate Equipment Leasing) ,SWIFTFLIGHT 
SWR ,Swiss International Air Lines ,SWISS 
SWR ,Swissair ,SWISSAIR 
SDR ,Sundair ,SUNDAIR 
SWS ,Sunwest Aviation (Lindquist Investment) ,SUNNY WEST 
SWT ,Swiftair ,SWIFT 
SWU ,Swiss Global Air Lines ,EUROSWISS 
SWV ,Swe Fly ,FLYING SWEDE 
SWW ,Shovkoviy Shlyah ,WAY AERO 
SWX ,Swazi Express Airways ,SWAZI EXPRESS 
WSW ,Swoop ,SWOOP 
SWY ,Sky Jet ,SWISSLINK 
SWZ ,"Servair, Private Charter ",SWISSBIRD 
SWZ ,Skywise Airline ,SKYWISE 
SXA ,Southern Cross Aviation ,FERRY 
SXC ,Sky Exec Aviation Services ,SKY EXEC 
SXE ,Southeast Express Airlines ,DOGWOOD EXPRESS 
SXM ,Servicios Aéreos Especializados Mexicanos ,SERVIMEX 
SXS ,SunExpress ,SUNEXPRESS 
SXT ,Servicios De Taxi Aéreo ,SERTA 
SXX ,Satellite Aero ,SATELLITE EXPRESS 
SXY ,Safari Express Cargo ,SAFARI EXPRESS 
SYA ,Skyways ,LINEAS CARDINAL 
SYC ,Systec 2000 ,SYSTEC 
SYF ,Sky One Express Airlines ,SKY FIRST 
SYG ,Synergy Aviation ,SYNERGY 
SYK ,Satsair ,AEROCAB 
SYN ,Syncrude Canada ,SYNCRUDE 
SYR ,Syrian Arab Airlines ,SYRIANAIR 
SYS ,Shawbury Flying Training Unit ,SHAWBURY 
SYV ,Special Aviation Systems ,SPECIAL SYSTEM 
SYX ,Skywalk Airlines ,SKYWAY-EX 
AZQ ,Silk Way Airlines ,SILK LINE 
AZG ,Silk Way West Airlines ,SILK WEST 
SYY ,South African Historic Flight ,SKY COACH 
SZT ,Servicios Aeronáuticos Z ,AERO ZEE 
BHV ,Specavia Air Company ,AVIASPEC 
BLY ,Starair ,BLARNEY 
BNC ,Sundance Air ,BARNACLE AIR 
BRZ ,Samara Airlines ,BERYOZA 
RBG ,Air Arabia Egypt ,ARABIA EGYPT 
CBN ,Swedish Civil Aviation Administration ,CALIBRATION 
CDG ,Shandong Airlines ,SHANDONG 
CDS ,Spectrem Air ,SPECDAS 
CEE ,Servicios Aéreos Centrales ,CENTRA AEREOS 
CFL ,Swedish Airlines ,SWEDISH 
CGL ,Seagle Air ,SEAGLE 
CIG ,Sirius-Aero ,SIRIUS AERO 
CNK ,Sunwest Home Aviation ,CHINOOK 
CNO ,SAS Braathens ,SCANOR 
CQH ,Spring Airlines ,AIR SPRING 
CSC ,Sichuan Airlines ,SI CHUAN 
CSH ,Shanghai Airlines ,SHANGHAI AIR 
CSY ,Shuangyang General Aviation ,SHUANGYANG 
CSZ ,Shenzhen Airlines ,SHENZHEN AIR 
CXI ,Shanxi Airlines ,SHANXI 
DKT ,Sioux Falls Aviation ,DAKOTA 
DKY ,Servicios Aéreos Elite ,DAKOY 
DNI ,Servicios Aéreos Denim ,AERO DENIM 
EAB ,Swiss Eagle ,SWISS EAGLE 
EAN ,Skypower Express Airways ,NIGERIA EXPRESS 
ERO ,Sun D'Or ,ECHO ROMEO 
ESK ,SkyEurope ,RELAX 
EXY ,South African Express ,EXPRESSWAYS 
FFD ,Stuttgarter Flugdienst ,FIRST FLIGHT 
FFH ,Shalom Air Services ,PEACE AIR 
FJE ,Silverjet ,ENVOY 
FLH ,Sky Bus ,MILE HIGH 
GAD ,South Coast Aviation ,SOUTHCOAST 
GDE ,Servicios Aéreos Gadel ,GADEL 
GDG ,S.P. Aviation ,GOLDEN GATE 
GIK ,Seba Airlines ,SEBA 
GNA ,Servicios Aéreos Gana ,SERVIGANA 
GXL ,Star XL German Airlines ,STARDUST 
HAU ,Skyhaul ,SKYHAUL 
HIP ,Starship ,STARSA 
HJE ,Servicios Ejecutivos Gosa ,GOSA 
HKA ,Superior Aviation ,SPEND AIR 
HLO ,Samaritan Air Service ,HALO 
HRI ,Skyraidybos Mokymo Centras ,HELIRIM 
HSK ,Sky Europe Airlines ,MATRA 
HSV ,Svenska Direktflyg ,HIGHSWEDE 
HSY ,Sky Helicopteros ,HELISKY 
IGA ,Skytaxi ,IGUANA 
ILS ,Servicios Aéreos Ilsa ,SERVICIOS ILSA 
INK ,Sincom-Avia ,SINCOM AVIA 
IRV ,Safat Airlines ,SAFAT AIR 
IRZ ,Saha Airlines Services ,SAHA 
JAM ,Sunline Express ,SUNTRACK 
JCM ,Secure Air Charter ,SECUREAIR 
JIM ,Sark International Airways ,SARK 
JKK ,Spanair ,SPANAIR 
KKS ,Salem ,KOKSHE 
KOP ,Servicios Aéreos Copters ,COPTERS 
KSP ,Servicios Aéreos Expecializados En Transportes Petroleros ,SAEP 
KYR ,Sky Aeronautical Services ,SKY AERONAUTICAL 
LGU ,Servicios Aéreos Ejecutivos De La Laguna ,LAGUNA 
LLA ,Servico Leo Lopex ,LEO LOPOZ 
LLS ,Servicios Aéreos Estrella ,SERVIESTRELLA 
LMG ,South African Air Force ,SOUTH AFRICAN 
LMO ,Sky One Holdings as Privaira ,SKY HOLDINGS 
LSP ,Spectrum Aviation Incorporated ,AIR TONY 
MCG ,SOS Helikoptern Gotland ,MEDICOPTER 
MDT ,Sundt Air ,MIDNIGHT 
MLO ,Servicios Aéreos Milenio ,MILENIO 
MMS ,SAAD (A320) Limited ,MUSAAD AIR 
MRI ,Servicios Aéreos Moritani ,MORITANI 
MRR ,San Juan Airlines ,MARINER 
MSG ,Servico Aéreo Regional ,SAR-REGIONAL 
MSP ,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública ,SEGURIDAD 
SBW ,Snowbird Airlines ,SNOWMAN 
NAD ,Seulawah Nad Air ,SEULAWAH 
NAZ ,Servicios Aéreos del Nazas S.A. de C.V. ,NAZAS 
NCS ,Simpson Air Ltd ,COMMUTER-CANADA 
NKS ,Spirit Airlines ,SPIRIT WINGS 
NON ,Servicios Aéreos Latinoamericanos ,SERVICIOS LATINO 
NRZ ,Servicios Aéreos Monarrez ,MONARREZ 
NSC ,Societe De Transport Aerien De Mauritanie ,TRANS-SOCIETE 
NSE ,SATENA ,SATENA 
NTB ,Servicios Aéreos Del Norte ,SERVINORTE 
NTG ,Servicios Integrales De Aviación ,INTEGRALES 
OKS ,Slok Air Gambia ,SLOK GAMBIA 
OKT ,Soko Aviation ,SOKO AIR 
OLC ,Solar Cargo ,SOLARCARGO 
OLO ,Soloflight ,SOLO 
ONG ,Sonnig SA ,SONNIG 
OSL ,Sosoliso Airlines ,SOSOLISO 
OSS ,Servicios Aéreos Noticiosos ,NOTICIOSOS 
OTL ,South Airlines ,SOUTHLINE 
OZW ,Virgin Australia Regional Airlines ,VELOCITY 
PIV ,Sokol ,AEROSOKOL 
PLT ,South Carolina Aeronautics Commission ,PALMETTO 
PMR ,Servicios Aéreos Premier ,SERVICIOS PREMIER 
PNS ,Survey Udara (Penas) ,PENAS 
POB ,Servicios Aéreos Poblanos ,POBLANOS 
PSV ,Servicios Aéreos Profesionales ,PROSERVICIOS 
PTM ,Southeastern Airways ,POSTMAN 
PUR ,Spurwing Airlines ,SPURWING 
PZR ,Sky Trek International Airlines ,PHAZER 
RBW ,Shandong Airlines Rainbow Jet ,CAI HONG 
REJ ,SA Airlink Regional ,REGIONAL LINK 
RER ,Servicio Aéreo Regional Regair ,REGAIR 
RFT ,Scoala Superioara De Aviatie Civila ,ROMANIAN ACADEMY 
RGC ,Servicios Aéreos Regiomontanos ,REGIOMONTANO 
RLS ,S-Air ,S-AIRLINES 
RMP ,Servicios De Rampa Y Mostrador ,SERAMSA 
RSE ,SNAS Aviation ,RED SEA 
SKB ,Skybus Airlines ,SKYBUS 
SKC ,Skymaster Airlines ,SKYMASTER AIR 
SKD ,Sky Harbor Air Service ,SKY DAWG 
SKE ,Sky Tours ,SKYISLE 
AZG ,Sakaviaservice ,SAKSERVICE 
SKF ,Skycraft ,SKYCRAFT 
SKG ,Skycraft Air Transport ,SKYCRAFT-CANADA 
SKI ,SkyKing Turks and Caicos Airways ,SKYKING 
SKK ,Skylink Aviation ,SKYLINK 
SKL ,Skycharter (Malton) ,SKYCHARTER 
SKN ,Skyline Aviation Services ,SKYLINER 
SKO ,Scottish Airways Flyers ,SKYWORK 
SKR ,Skyscapes Air Charters ,SKYSCAPES 
SKS ,Sky Service ,SKY SERVICE 
BBR ,Santa Barbara Airlines ,SANTA BARBARA 
SKT ,SkyStar Airways ,SKY YOU 
SKU ,Sky Airline ,AEROSKY 
SKW ,SkyWest Airlines ,SKYWEST 
SKX ,Skyways Express ,SKY EXPRESS 
SKY ,Skymark Airlines ,SKYMARK 
SKZ ,Skyway Enterprises ,SKYWAY-INC 
SLA ,Sierra National Airlines ,SELAIR 
SLB ,Slok Air ,SLOK AIR 
SLD ,Silver Air ,SILVERLINE 
SLE ,Streamline ,SLIPSTREAM 
SLF ,Starfly ,ELISTARFLY 
SLG ,Saskatchewan Government ,LIFEGUARD 
SLH ,Silverhawk Aviation ,SILVERHAWK 
AGE ,Servicios Aéreos de Los Ángeles ,AEROANGEL 
SLK ,SilkAir ,SILKAIR 
SLL ,Slovak Airlines ,SLOV LINE 
SLM ,Surinam Airways ,SURINAM 
